Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Losses/Value Loss,Losses/Policy Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
45000,1.3076245,1.053339,0.0009579014,0.0,0.017867953,0.0718313,18.55688413945326,4960.111111111111,18.68902365372196
