Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Losses/Value Loss,Losses/Policy Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
45000,0.6915637,1.6082221,9.579013e-05,0.0,0.015210193,0.0729035,16.44425501611032,4960.111111111111,16.12481554177066
