Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Losses/Value Loss,Losses/Policy Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
45000,0.6165965,1.6848743,0.0009579014,0.0,0.011825915,0.07486531,15.403554902847747,4960.111111111111,15.204027399864572
